"","team_id","match_id","team.name","away_team_name","outcome","percenthighpass","numsubs","percentfirsttime","percenthead","percentshotassist","percentpassdeflect.x","percentpassmiscom.x","numthroughballs.x","standing_diving.x","duration_perc","angleratio","highpassperc","passesreceivedperc","fouls","num_switches","num_crosses","num_clearance","tackles_won_perc","complete_dribbles_perc","Percent_of_On_Target_Shots","Total_shots","Ratio_of_Shots","Previous_matches_win_percentage","count_dribbles","score"
"16",862,3835326,"Iceland Women's","Iceland Women's","Tie",0.329268292682927,3,0.427655024946543,0.285103349964362,12,0.0712758374910905,0,1,5,0.443198839,0.956730769,0.329268293,0.865853659,7,10,18,8,0.846153846153846,0.473684210526316,0.428571428571429,21,2.1,50,22,1
"17",865,3835327,"England Women's","Norway Women's","Win",0.175379426644182,5,0.654582074521652,0.151057401812689,12,0,0,1,1,0.683857204,0.947019868,0.175379427,0.942664418,5,20,20,5,0.6875,0.285714285714286,0.625,24,6,100,23,8
"18",852,3835327,"Norway Women's","Norway Women's","Loss",0.24390243902439,5,0.166389351081531,0.499168053244592,2,0,0,1,11,0.316142796,1.076923077,0.243902439,0.856707317,10,3,3,19,0.681818181818182,0.416666666666667,0.5,4,0.166666666666667,0,14,0
"19",859,3835328,"Austria Women's","Northern Ireland","Win",0.22787610619469,4,0.128700128700129,0.386100386100386,10,0.0643500643500644,0,6,2,0.604024194,1.013513514,0.227876106,0.884955752,7,5,21,19,0.666666666666667,0.428571428571429,0.777777777777778,18,4.5,100,27,2
"20",2457,3835328,"Northern Ireland","Northern Ireland","Loss",0.280487804878049,5,0.0784929356357928,1.64835164835165,3,0,0,0,8,0.395975806,0.88372093,0.280487805,0.817073171,9,11,3,33,0.48,0.294117647058824,0.5,4,0.222222222222222,0,8,0
"21",853,3835329,"Denmark Women's","WNT Finland","Win",0.179661016949153,5,0.2465483234714,0.14792899408284,14,0,0,0,0,0.552914587,0.989830508,0.179661017,0.905084746,10,10,21,7,0.55,0.666666666666667,0.222222222222222,9,0.473684210526316,100,18,1
"22",920,3835329,"WNT Finland","WNT Finland","Loss",0.204255319148936,2,0.0587889476778366,0.705467372134039,8,0.117577895355673,0.0587889476778366,1,3,0.447085413,0.945833333,0.204255319,0.957446809,5,7,3,28,0.666666666666667,0.25,0.684210526315789,19,2.11111111111111,0,14,0
"23",857,3835330,"Germany Women's","Spain Women's","Win",0.363344051446945,5,0.0772200772200772,1.08108108108108,4,0,0,1,-2,0.245973893,1.067114094,0.363344051,0.816720257,17,8,8,34,0.791666666666667,0.416666666666667,0.538461538461538,13,1.85714285714286,100,24,2
"24",863,3835330,"Spain Women's","Spain Women's","Loss",0.110192837465565,4,0.169563374311149,0.381517592200085,13,0.0847816871555744,0.0423908435777872,3,2,0.754026107,0.964577657,0.110192837,0.932506887,9,15,16,21,0.7,0.555555555555556,0.714285714285714,7,0.538461538461538,0,12,0
"25",858,3835331,"Sweden Women's","Switzerland Women's","Win",0.221206581352834,3,0.267522739432852,0.214018191546281,11,0,0,6,1,0.552878916,0.844067797,0.221206581,0.92321755,13,7,14,9,0.761904761904762,0.4,0.6875,16,2.66666666666667,0,19,2
"26",860,3835331,"Switzerland Women's","Switzerland Women's","Loss",0.215277777777778,4,0.0626959247648903,0.564263322884012,2,0,0,0,3,0.447121084,0.881578947,0.215277778,0.856481481,15,5,2,30,0.578947368421053,0.6,0.833333333333333,6,0.375,0,21,1
"27",851,3835332,"Netherlands Women's","Portugal Women's","Win",0.225325884543762,3,0.21505376344086,0.483870967741935,11,0.0537634408602151,0.0537634408602151,3,7,0.606311159,0.981412639,0.225325885,0.918063315,9,17,9,20,0.666666666666667,0.470588235294118,0.5,18,1.8,0,23,3
"28",864,3835332,"Portugal Women's","Portugal Women's","Loss",0.25,4,0.158353127474268,0.791765637371338,3,0,0.0791765637371338,0,-1,0.393688841,1.012121212,0.25,0.734939759,11,6,13,18,0.516129032258065,0.444444444444444,0.8,10,0.555555555555556,0,17,2
"29",854,3835333,"Belgium Women's","Belgium Women's","Loss",0.159144893111639,5,0.063653723742839,0.63653723742839,0,0,0.063653723742839,4,0,0.361702583,0.818181818,0.159144893,0.990498812,14,10,6,21,0.56,0.5,1,1,0.0384615384615385,0,19,1
"30",861,3835333,"France Women's","Belgium Women's","Win",0.123809523809524,5,0.469043151969981,0.140712945590994,17,0.140712945590994,0,4,1,0.638297417,1.012861736,0.123809524,0.911111111,2,22,22,6,0.631578947368421,0.464285714285714,0.538461538461538,26,26,100,7,2
"31",862,3835334,"Iceland Women's","Iceland Women's","Tie",0.420074349442379,5,0.278810408921933,2.04460966542751,5,0,0,0,5,0.321992902,0.948905109,0.420074349,0.73605948,19,4,3,54,0.714285714285714,0.411764705882353,0.523809523809524,21,2.1,0,11,1
"32",855,3835334,"Italy Women's","Iceland Women's","Tie",0.238003838771593,4,0.491266375545852,0.764192139737991,15,0.0545851528384279,0,1,-1,0.678007098,1.035294118,0.238003839,0.89059501,10,8,23,21,0.705882352941177,0.5,0.3,10,0.476190476190476,100,26,1
"33",865,3835335,"England Women's","England Women's","Win",0.15668202764977,5,0.476190476190476,0.0952380952380952,19,0,0,3,0,0.792152127,0.951951952,0.156682028,0.927803379,6,14,19,3,0.571428571428571,0.421052631578947,0.5,28,5.6,0,14,5
"34",2457,3835335,"Northern Ireland","England Women's","Loss",0.430851063829787,5,0.232828870779977,1.51338766006985,3,0.116414435389988,0,2,-2,0.207847873,0.989361702,0.430851064,0.707446809,7,1,0,31,0.578947368421053,0.571428571428571,1,5,0.178571428571429,100,28,0
"35",859,3835336,"Austria Women's","Norway Women's","Win",0.302030456852792,2,0.378548895899054,1.00946372239748,12,0,0.0630914826498423,2,2,0.459260237,0.96969697,0.302030457,0.901015228,8,4,8,36,0.65,0.6,0.666666666666667,21,2.33333333333333,100,29,1
"36",852,3835336,"Norway Women's","Norway Women's","Loss",0.172529313232831,3,0.29126213592233,1.2621359223301,5,0.0970873786407767,0.0970873786407767,1,3,0.540739763,0.953642384,0.172529313,0.884422111,9,7,13,39,0.666666666666667,0.368421052631579,0.444444444444444,9,0.428571428571429,0,12,0
"37",853,3835337,"Denmark Women's","Spain Women's","Loss",0.394904458598726,4,0.36563071297989,1.0054844606947,6,0,0,0,5,0.273078837,1.116438356,0.394904459,0.589171975,7,6,6,18,0.75,0.666666666666667,0.6,15,1.66666666666667,100,27,0
"38",863,3835337,"Spain Women's","Spain Women's","Win",0.125480153649168,4,0.278662420382166,0.238853503184713,9,0,0,0,2,0.726921163,0.959798995,0.125480154,0.866837388,2,21,25,13,0.642857142857143,0.416666666666667,0.444444444444444,9,0.6,0,12,1
"39",857,3835338,"Germany Women's","Germany Women's","Win",0.188135593220339,5,0.33003300330033,0.424328147100424,19,0.0471475719000471,0,0,0,0.666834319,1.041811847,0.188135593,0.93220339,12,21,26,12,0.444444444444444,0.5,1,1,0.032258064516129,0,14,3
"40",920,3835338,"WNT Finland","Germany Women's","Loss",0.255681818181818,5,0,1.15858073859522,1,0.0724112961622013,0.0724112961622013,4,8,0.333165681,1.109090909,0.255681818,0.880681818,13,6,1,37,0.571428571428571,0.75,0.741935483870968,31,31,100,12,0
"41",851,3835339,"Netherlands Women's","Netherlands Women's","Win",0.172043010752688,5,0.339943342776204,0.56657223796034,12,0.056657223796034,0,3,3,0.500711705,1.058035714,0.172043011,0.96344086,12,15,10,25,0.608695652173913,0.571428571428571,0.722222222222222,18,1.5,0,15,4
"42",860,3835339,"Switzerland Women's","Netherlands Women's","Loss",0.190274841437632,5,0.111049416990561,0.222098833981122,8,0.111049416990561,0,0,5,0.499288295,0.918367347,0.190274841,0.951374207,4,8,14,9,0.590909090909091,0.578947368421053,0.833333333333333,12,0.666666666666667,50,10,1
"43",864,3835340,"Portugal Women's","Portugal Women's","Loss",0.19578313253012,5,0.0733675715333822,0.733675715333822,6,0,0,1,7,0.496984129,0.964285714,0.195783133,0.846385542,11,2,11,28,0.473684210526316,0.473684210526316,0.285714285714286,7,0.4375,0,11,0
"44",858,3835340,"Sweden Women's","Portugal Women's","Win",0.235602094240838,5,0.508720930232558,0.363372093023256,8,0,0,2,2,0.503015871,0.948453608,0.235602094,0.832460733,10,6,15,9,0.703703703703704,0.545454545454545,0.75,16,2.28571428571429,50,20,5
"45",854,3835341,"Belgium Women's","Belgium Women's","Win",0.207627118644068,4,0.174317257408483,1.27832655432888,6,0,0,1,6,0.421751274,0.970588235,0.207627119,0.938559322,8,8,4,38,0.681818181818182,0.5,0.444444444444444,9,0.428571428571429,0,6,1
"46",855,3835341,"Italy Women's","Belgium Women's","Loss",0.173507462686567,5,0.370174510840825,0.264410364886304,11,0,0,1,1,0.578248726,0.890070922,0.173507463,0.932835821,7,15,17,8,0.666666666666667,0.380952380952381,0.619047619047619,21,2.33333333333333,50,20,0
"47",861,3835342,"France Women's","France Women's","Tie",0.148007590132827,5,0.330760749724366,0.551267916207277,11,0,0.0551267916207277,1,-2,0.591928829,0.944029851,0.14800759,0.94686907,10,14,14,15,0.692307692307692,0.666666666666667,0.375,8,0.444444444444444,0,18,1
"48",862,3835342,"Iceland Women's","France Women's","Tie",0.353658536585366,5,0.0784313725490196,0.549019607843137,6,0,0,1,2,0.408071171,0.856321839,0.353658537,0.856707317,11,5,5,23,0.571428571428571,0.714285714285714,0.833333333333333,18,2.25,0,16,1
"49",865,3844384,"England Women's","Spain Women's","Win",0.270566727605119,6,0.252143217347453,0.655572365103379,4,0.0504286434694907,0,1,4,0.423620197,1.029739777,0.270566728,0.888482633,16,16,14,25,0.633333333333333,0.5,0.5,18,1.8,66,12,2
"50",863,3844384,"Spain Women's","Spain Women's","Loss",0.185552407932011,4,0.211237853823405,0.844951415293621,12,0,0,3,1,0.576379803,0.98028169,0.185552408,0.907932011,19,19,18,29,0.625,0.434782608695652,0.5,10,0.555555555555556,33,21,1
"51",859,3844385,"Austria Women's","Austria Women's","Loss",0.365217391304348,3,0.37037037037037,0.296296296296296,4,0,0,2,3,0.375830088,0.948863636,0.365217391,0.88115942,14,9,8,14,0.65,0.470588235294118,0.583333333333333,12,0.571428571428571,0,18,0
"52",857,3844385,"Germany Women's","Austria Women's","Win",0.21259842519685,5,0.441501103752759,0.662251655629139,16,0.0551876379690949,0,1,1,0.624169912,0.938931298,0.212598425,0.915354331,11,12,13,30,0.48,0.478260869565217,0.523809523809524,21,1.75,66,17,2
"53",854,3844386,"Belgium Women's","Belgium Women's","Loss",0.284722222222222,2,0.0645161290322581,1.16129032258065,3,0.193548387096774,0,1,6,0.468557265,0.89380531,0.284722222,0.895833333,6,8,13,36,0.470588235294118,0.6,0,3,0.0882352941176471,33,19,0
"54",858,3844386,"Sweden Women's","Belgium Women's","Win",0.228033472803347,1,0.909642207398423,0.7883565797453,20,0,0,1,0,0.531442735,1.012658228,0.228033473,0.870292887,3,11,16,17,0.466666666666667,0.636363636363636,0.470588235294118,34,11.3333333333333,66,16,1
"55",861,3844387,"France Women's","Netherlands Women's","Win",0.183870967741935,5,0.434782608695652,0.652173913043478,28,0,0,3,1,0.504011129,0.958598726,0.183870968,0.975806452,7,13,23,28,0.606060606060606,0.666666666666667,0.515151515151515,33,3.66666666666667,66,19,1
"56",851,3844387,"Netherlands Women's","Netherlands Women's","Loss",0.203098106712565,5,0.184842883548983,0.693160813308688,7,0,0,0,2,0.495988871,0.843949045,0.203098107,0.943201377,16,15,18,31,0.576923076923077,0.545454545454545,0.666666666666667,9,0.272727272727273,33,13,0
"57",865,3845506,"England Women's","Sweden Women's","Win",0.236514522821577,5,0.347222222222222,0.636574074074074,12,0,0,0,-1,0.587478581,0.890196078,0.236514523,0.856846473,7,13,14,24,0.607142857142857,0.666666666666667,0.636363636363636,11,0.647058823529412,75,24,4
"58",858,3845506,"Sweden Women's","Sweden Women's","Loss",0.304582210242588,5,0.145454545454545,0.436363636363636,10,0,0,0,0,0.412521419,0.744075829,0.30458221,0.824797844,14,9,13,10,0.666666666666667,0.533333333333333,0.588235294117647,17,1.54545454545455,0,14,0
"59",861,3845507,"France Women's","France Women's","Loss",0.220779220779221,3,0.182815356489945,0.426569165143205,8,0,0.0609384521633151,3,1,0.468571694,1.01754386,0.220779221,0.878787879,8,16,10,13,0.909090909090909,0.6,0.7,10,0.714285714285714,0,12,1
"60",857,3845507,"Germany Women's","France Women's","Win",0.191441441441441,4,0.178677784395473,0.476474091721263,3,0,0,0,3,0.531428306,0.942731278,0.191441441,0.885135135,14,10,8,23,0.583333333333333,0.166666666666667,0.642857142857143,14,1.4,75,21,2
